userAgent,anomaly_score,log_total_calls,out_degree,entropy,max_call
[aws-cli/1.16.74 Python/3.6.0 Windows/7 botocore/1.12.64],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.23 Python/2.7.10 Darwin/18.0.0 botocore/1.4.80],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.74 Python/2.7.15+ Linux/4.18.0-kali2-amd64 botocore/1.12.64],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.76 Python/3.6.0 Windows/7 botocore/1.12.66],7.479541e-05,0.6931472,1.0,0.0,1.0
[Boto3/1.12.15 Python/3.7.6 Darwin/19.3.0 Botocore/1.15.15],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.12 Python/3.7.3 Linux/4.19.0-8-amd64 botocore/1.15.12],7.479541e-05,0.6931472,1.0,0.0,1.0
[Boto3/1.9.14 Python/3.8.2 Linux/4.19.76-linuxkit Botocore/1.12.212],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.2 Python/3.7.4 Darwin/18.0.0 botocore/2.0.0dev6],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.26 Python/2.7.16 Windows/10 botocore/1.15.26],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.9 Linux/4.15.0-1063-aws botocore/1.8.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.72 Python/3.6.5 Windows/10 botocore/1.12.62],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.63 Python/2.7.13 Linux/4.12.0-kali2-686 botocore/1.12.53],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.64 Python/3.6.0 Windows/10 botocore/1.12.54],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.72 Python/2.7.10 Darwin/16.4.0 botocore/1.12.62],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.41 Python/3.6.0 Windows/10 botocore/1.12.31],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.72 Python/2.7.10 Darwin/17.7.0 botocore/1.12.62],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.15.46 Python/2.7.9 Windows/8 botocore/1.10.46],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.0dev3 Python/3.7.4 Darwin/19.3.0 botocore/2.0.0dev2],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.102 Python/2.7.16 Linux/4.14.165-102.185.amzn1.x86_64 botocore/1.12.92],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.18 Python/3.8.2 Linux/5.4.26-1-lts botocore/1.15.18],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.20 Python/3.6.5 Windows/10 botocore/1.15.20],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.29 Python/3.7.6 Linux/5.4.0-kali3-amd64 botocore/1.15.29],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.248 Python/3.7.6 Linux/5.5.9-100.fc30.x86_64 botocore/1.13.49],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.4 Python/3.8.2 Darwin/18.7.0 botocore/2.0.0dev8],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.283 Python/2.7.16 Darwin/17.7.0 botocore/1.13.19],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.5 Python/3.7.4 Darwin/19.3.0 botocore/2.0.0dev9],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.61 Python/3.6.7 Linux/4.15.0-39-generic botocore/1.12.51],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.15.22 Python/2.7.10 Darwin/17.7.0 botocore/1.10.22],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.62 Python/2.7.14+ Linux/4.6.0-kali1-amd64 botocore/1.12.52],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-39-generic botocore/1.8.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.60 Python/3.7.1 Darwin/17.7.0 botocore/1.12.50],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.72 Python/3.5.3 Linux/4.9.0-7-amd64 botocore/1.12.62],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.26 Python/3.8.2 Linux/5.4.27-1-lts botocore/1.15.26],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.128 Python/3.7.2 Darwin/19.3.0 botocore/1.12.116],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.8 Linux/4.15.0-54-generic botocore/1.8.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.120 Python/3.7.2 Darwin/19.3.0 botocore/1.12.110],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.218 Python/3.7.5 Linux/5.3.0-42-generic botocore/1.12.208],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.10.23 Python/2.7.10 Darwin/15.5.0 botocore/1.4.14],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.57 Python/2.7.10 Darwin/16.4.0 botocore/1.5.20],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.10.1 Python/2.7.10 CYGWIN_NT-10.0-WOW/2.5.2(0.297/5/3) botocore/1.3.23],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.9.7 Python/2.7.10 Darwin/16.4.0 botocore/1.3.7],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.10.24 Python/2.7.10 Darwin/16.4.0 botocore/1.4.15],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.190 Python/3.6.3 Darwin/18.0.0 botocore/1.7.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.23 Python/2.7.16 Darwin/19.3.0 botocore/1.15.23],7.479541e-05,0.6931472,1.0,0.0,1.0
[Boto3/1.7.4 Python/3.7.7 Linux/5.4.0-kali3-amd64 Botocore/1.10.4 Resource],7.479541e-05,0.6931472,1.0,0.0,1.0
[Boto3/1.7.4 Python/3.7.7 Linux/5.4.0-kali3-amd64 Botocore/1.10.4],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.4 Python/3.7.3 Linux/4.4.0-174-generic botocore/2.0.0dev8],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.5 Python/3.8.2 Darwin/19.4.0 botocore/2.0.0dev9],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.6 Python/3.7.3 Linux/4.15.0-91-generic botocore/2.0.0dev10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.6 Python/3.7.3 Linux/5.3.0-kali2-amd64 botocore/2.0.0dev10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.222 Python/3.6.9 Linux/4.15.0-91-generic botocore/1.12.212],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.29 Python/3.7.6 Linux/5.3.0-kali2-amd64 botocore/1.15.29],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.29 Python/3.7.5 Darwin/19.4.0 botocore/1.15.29],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.61 Python/2.7.15rc1 Linux/4.15.0-39-generic botocore/1.12.51],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.6.6 Python/2.7.15rc1 Linux/4.15.0-39-generic],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.59 Python/3.6.7 Linux/4.18.0-kali2-amd64 botocore/1.12.49],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.50 Python/3.7.1 Darwin/17.5.0 botocore/1.12.40],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.28 Python/3.6.6 Linux/4.15.0-36-generic botocore/1.12.18],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.58 Python/2.7.10 Darwin/16.4.0 botocore/1.5.21],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.9.5 Python/2.7.10 Darwin/16.0.0 botocore/1.3.5],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.25 Python/2.7.17 Linux/5.4.0-kali4-amd64 botocore/1.15.25],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.17.10 Python/3.8.1 Darwin/19.4.0 botocore/1.14.10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.193 Python/3.7.5 Linux/5.3.0-kali2-amd64 botocore/1.12.183],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.7 Python/3.7.3 Linux/5.4.0-kali4-amd64 botocore/2.0.0dev11],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.9 Linux/5.3.0-45-generic botocore/1.15.32],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.9 Linux/5.3.0-45-generic botocore/1.13.12],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.276 Python/3.7.5 Linux/5.3.0-40-generic botocore/1.15.28],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.6 Python/3.7.3 Linux/5.3.0-45-generic botocore/2.0.0dev10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.36 Python/3.7.3rc1 Linux/4.19.0-parrot4-28t-amd64 botocore/1.15.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.8 Python/3.7.5 Windows/10 botocore/2.0.0dev12],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.11 Python/3.7.5 Linux/5.3.0-kali2-amd64 botocore/1.15.11],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.181 Python/3.6.9 Linux/4.4.0-039049-Microsoft botocore/1.12.171],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.9 Linux/5.3.0-46-generic botocore/1.13.12],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.55 Python/2.7.14+ Linux/4.14.0-parrot13-amd64 botocore/1.12.45],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.54 Python/2.7.15 Windows/10 botocore/1.12.44],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.53 Python/2.7.15 Windows/10 botocore/1.12.43],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.52 Python/2.7.10 Darwin/17.7.0 botocore/1.12.42],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.7.36 Python/2.7.10 Darwin/16.7.0],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.62 Python/2.7.12 Linux/4.15.0-36-generic botocore/1.12.52],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.300 Python/2.7.16 Linux/4.14.154-128.181.amzn2.x86_64 botocore/1.13.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.138 Python/2.7.16 Darwin/19.2.0 botocore/1.6.5],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.2 Python/3.6.0 Windows/10 botocore/1.15.2],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.17.17 Python/2.7.17 Darwin/18.7.0 botocore/1.14.17],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.300 Python/3.7.6 Darwin/19.3.0 botocore/1.13.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.5 Python/3.7.4 Darwin/19.4.0 botocore/2.0.0dev9],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/3.5.2 Linux/4.18.0-kali1-amd64 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.11 Windows/10 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.43 Python/3.7.1 Darwin/18.2.0 botocore/1.12.33],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.46 Python/3.6.0 Windows/10 botocore/1.12.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.15 Windows/10 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.10 Darwin/18.0.0 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.29 Python/3.6.6 Linux/4.15.0-38-generic botocore/1.12.19],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.123 Python/2.7.10 Darwin/17.7.0 botocore/1.5.86],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.26 Python/3.6.7 Linux/4.17.0-kali3-amd64 botocore/1.12.16],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.31 Python/3.7.1 Darwin/17.7.0 botocore/1.12.21],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.85 Python/2.7.9 Windows/8 botocore/1.5.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.7 Python/3.7.3 Linux/5.3.0-kali2-amd64 botocore/2.0.0dev11],7.479541e-05,0.6931472,1.0,0.0,1.0
[Boto3/1.12.39 Python/3.7.7 OpenBSD/6.7 Botocore/1.15.39],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.6 Python/3.7.4 Darwin/19.4.0 botocore/2.0.0dev10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.63 Python/3.5.2 Linux/4.4.0-145-generic botocore/1.9.23],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.296 Python/3.7.4 Darwin/19.3.0 botocore/1.13.32],7.479541e-05,0.6931472,1.0,0.0,1.0
[Boto3/1.12.31 Python/2.7.17 Linux/5.0.0-32-generic Botocore/1.15.31],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.44 Python/3.6.9 Linux/5.0.0-32-generic botocore/1.8.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.174 Python/2.7.18rc1 Linux/5.4.0-kali4-amd64 botocore/1.12.164],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.290 Python/3.7.5 Darwin/19.3.0 botocore/1.13.26],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.6 Python/3.7.3 Linux/5.4.0-kali4-amd64 botocore/2.0.0dev10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.254 Python/3.6.9 Linux/4.15.0-88-generic botocore/1.12.244],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.46 Python/2.7.17 Linux/4.19.0-kali4-amd64 botocore/1.15.46],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.45 Python/2.7.17 Linux/4.15.0-96-generic botocore/1.15.45],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/3.5.3 Linux/4.17.0-3rodete2-amd64 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.13 Linux/4.9.0-7-amd64 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.12+ Linux/4.8.0-59-generic botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.13 Linux/4.14.74-49113-g7815dfea1ba2 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.15+ Linux/4.18.0-kali2-amd64 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.51 Python/2.7.15 Darwin/18.0.0 botocore/1.12.41],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.51 Python/2.7.15 Darwin/16.6.0 botocore/1.12.41],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.51 Python/3.7.0 Darwin/18.2.0 botocore/1.12.41],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.26 Python/3.7.4+ Linux/4.19.0-kali5-amd64 botocore/1.12.246],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.6 Python/3.7.3 Linux/5.6.7-arch1-1 botocore/2.0.0dev10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.20 Python/2.7.15 Darwin/18.7.0 botocore/1.12.10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.16 Python/3.8.1 Darwin/19.2.0 botocore/1.15.16],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.210 Python/3.7.7 Darwin/19.4.0 botocore/1.12.200],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.260 Python/3.7.5 Linux/reka agent botocore/1.12.250],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.13 Python/2.7.9 Windows/8 botocore/1.12.3],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.15.19 Python/3.6.3 Darwin/16.7.0 botocore/1.10.21],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.47 Python/2.7.15 Darwin/18.0.0 botocore/1.12.37],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.166 Python/3.7.5 Linux/5.3.0-46-generic botocore/1.12.220],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.27 Python/3.7.5 Darwin/18.7.0 botocore/1.15.27],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.36 Python/3.7.7 Linux/4.19.0-kali3-amd64 botocore/1.15.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.46 Python/3.8.2 Linux/5.5.0-kali2-amd64 botocore/1.15.26],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.41 Python/3.8.2 Linux/4.19.107-1.pvops.qubes.x86_64 botocore/1.15.41],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.313 Python/3.8.1 Windows/10 botocore/1.13.49],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.22 Python/3.7.4 Darwin/19.3.0 botocore/1.15.22],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.12 Python/3.7.3 Linux/5.5.0-kali2-amd64 botocore/2.0.0dev16],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.50 Python/2.7.9 Windows/8 botocore/1.9.3],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.46 Python/3.7.5 Linux/5.3.0-kali2-amd64 botocore/1.15.46],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.10 Python/3.8.2 Darwin/18.7.0 botocore/2.0.0dev14],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.31 Python/3.6.6 Linux/4.18.0-67921-generic botocore/1.12.21],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.46 Python/2.7.15rc1 Linux/4.15.0-38-generic botocore/1.12.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.45 Python/2.7.15 Windows/10 botocore/1.12.35],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.40 Python/3.7.0 Darwin/17.5.0 botocore/1.12.30],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.37 Python/3.6.5 Darwin/17.7.0 botocore/1.12.27],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.46 Python/3.5.2 Linux/4.15.0-36-generic botocore/1.12.36],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.12 Python/2.7.9 Windows/8 botocore/1.12.2],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.45 Python/2.7.10 Darwin/17.7.0 botocore/1.12.35],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.45 Python/3.6.6 Linux/4.15.0-38-generic botocore/1.12.35],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.10 Python/3.7.0 Windows/10 botocore/1.12.0],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.47 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.15.47],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.48 Python/2.7.10 Darwin/18.7.0 botocore/1.15.48],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.61 Python/3.7.3rc1 Linux/4.19.0-kali4-amd64 botocore/1.16.11],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.61 Python/2.7.10 Darwin/19.3.0 botocore/1.16.11],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.61 Python/2.7.18 Linux/4.17.0-kali1-amd64 botocore/1.16.11],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.60 Python/2.7.12 Linux/4.4.0-176-generic botocore/1.16.10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.309 Python/2.7.17 Linux/4.15.0-99-generic botocore/1.13.45],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.56 Python/3.6.9 Linux/5.3.0-51-generic botocore/1.16.7],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.240 Python/3.7.5 Darwin/17.7.0 botocore/1.12.230],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.11 Python/3.7.4 Darwin/18.5.0 botocore/2.0.0dev15],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.10 Python/3.6.5 Linux/4.15.0-36-generic botocore/1.12.0],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.38 Python/2.7.15 Windows/10 botocore/1.12.28],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.11 Python/3.7.0 Darwin/18.0.0 botocore/1.12.1],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.26 Python/3.6.5rc1 Linux/4.16.0-parrot12-amd64 botocore/1.12.16],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.10 Python/3.6.5 Darwin/18.0.0 botocore/1.12.0],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.10 Python/3.7.4 Darwin/17.7.0 botocore/2.0.0dev14],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.284 Python/3.7.4 Linux/5.2.0-kali2-amd64 botocore/1.13.20],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.5 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev9],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.46 Python/3.8.2 Linux/5.5.0-1parrot1-amd64 botocore/1.15.46],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.46 Python/2.7.10 Darwin/16.6.0 botocore/1.5.9],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.8 Python/2.7.9 Windows/8 botocore/1.11.8],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.39 Python/3.6.0 Windows/10 botocore/1.12.29],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.10 Python/3.6.5 Darwin/17.5.0 botocore/1.12.0],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.14 Python/3.7.0 Linux/4.14.77-1-MANJARO botocore/1.12.4],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.42 Python/2.7.12 Linux/4.4.0-53329-Microsoft botocore/1.12.32],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.43 Python/3.7.0 Windows/10 botocore/1.12.33],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.14 Python/3.6.5 Darwin/18.0.0 botocore/1.12.4],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.43 Python/3.7.1 Windows/10 botocore/1.12.33],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.6 Python/3.6.4 Darwin/18.0.0 botocore/1.11.6],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.10 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev14],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.58 Python/3.6.2 Darwin/19.4.0 botocore/1.16.8],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.12 Python/3.7.4 Darwin/19.4.0 botocore/2.0.0dev16],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.52 Python/3.6.6 Darwin/19.4.0 botocore/1.16.2],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.218 Python/3.7.5 Linux/5.3.0-46-generic botocore/1.12.208],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.17.6 Python/3.7.5 Linux/5.4.0-kali2-amd64 botocore/1.14.6],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.46 Python/3.8.2 Linux/5.4.0-kali3-amd64 botocore/1.15.46],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.65 Python/2.7.17 Linux/4.4.0-039049-Microsoft botocore/1.16.15],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.40 Python/3.6.6 Linux/4.15.0-38-generic botocore/1.12.32],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.38 Python/3.6.0 Windows/10 botocore/1.12.28],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.15.40 Python/2.7.14+ Linux/4.14.0-kali3-amd64 botocore/1.10.40],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.15.60 Python/3.7.0 Darwin/18.0.0 botocore/1.10.59],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.14.30 Python/3.6.4 Darwin/17.7.0 botocore/1.8.34],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.46 Python/3.7.5 Linux/4.17.0-kali1-amd64 botocore/1.15.46],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.16.303 Python/3.6.9 Linux/5.3.0-1017-aws botocore/1.16.12],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.60 Python/3.8.2 Linux/5.4.13-arch1-1 botocore/1.16.10],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.51 Python/3.6.9 Linux/4.15.0-99-generic botocore/1.16.1],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.14 Python/3.7.3 Linux/5.4.0-29-generic botocore/2.0.0dev18],7.479541e-05,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.41 Python/3.7.7 Darwin/18.7.0 botocore/1.15.41],7.479541e-05,0.6931472,1.0,0.0,1.0
