userAgent,anomaly_score,log_total_calls,out_degree,entropy,max_call
aws-cli/1.16.41 Python/3.6.0 Windows/10 botocore/1.12.31,0.2431612,1.3862944,2.0,0.6365142,2.0
aws-cli/1.14.30 Python/2.7.14 Linux/4.13.0-32-generic botocore/1.8.34,0.24269828,4.3694477,14.0,1.7134564,34.0
[aws-sdk-go/1.12.55 (go1.10.3; darwin; amd64)],0.24269181,5.484797,3.0,0.7214637,180.0
[Boto3/1.4.6 Python/2.7.17 Linux/4.9.184-linuxkit Botocore/1.13.28],0.24246253,2.4849067,2.0,0.3046361,10.0
Botocore/1.17.27 Python/3.8.2 Linux/5.4.0-40-generic,0.24244097,4.7361984,16.0,2.3662944,16.0
aws-cli/1.14.22 Python/2.7.15 Darwin/17.7.0 botocore/1.8.26,0.24179101,5.164786,4.0,0.54675084,146.0
aws-cli/1.11.56 Python/2.7.12+ Linux/4.6.0-kali1-amd64 botocore/1.5.19,0.24174894,3.637586,17.0,2.282462,14.0
aws-cli/1.18.66 Python/2.7.18 Linux/5.4.0-kali4-amd64 botocore/1.16.16,0.24044919,3.7612002,4.0,0.58327985,35.0
aws-cli/2.0.38 Python/3.7.7 Windows/10 exe/AMD64 command/apigateway.get-stages,0.23954847,0.6931472,1.0,0.0,1.0
Boto3/1.9.62 Python/2.7.15rc1 Linux/4.15.0-47-generic Botocore/1.12.62,0.23950724,7.1396604,60.0,3.7994149,60.0
[aws-cli/1.11.162 Python/2.7.9 Linux/3.16.0-4-amd64 botocore/1.7.20],0.2388807,3.6109178,2.0,0.6154983,25.0
aws-sdk-go/1.29.6 (go1.13.4; darwin; amd64),0.23849972,1.609438,1.0,0.0,4.0
Boto/2.49.0 Python/2.7.10 Darwin/18.0.0,0.23846956,0.6931472,1.0,0.0,1.0
aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-039049-Microsoft botocore/1.12.219,0.23801316,0.6931472,1.0,0.0,1.0
ElasticWolf/5.1.6,0.23799036,2.0794415,5.0,1.549826,2.0
aws-cli/1.16.140 Python/3.7.3 Darwin/18.7.0 botocore/1.12.130,0.23688892,1.609438,2.0,0.6931472,2.0
aws-cli/1.16.179 Python/2.7.10 Darwin/18.6.0 botocore/1.12.169,0.23662303,4.5325994,12.0,1.44841,60.0
aws-cli/1.16.144 Python/3.7.3 Darwin/19.0.0 botocore/1.12.134,0.2365479,4.204693,11.0,1.3452398,43.0
aws-cli/1.11.56 Python/2.7.11 Darwin/16.4.0 botocore/1.5.19,0.23613276,2.4849067,3.0,0.6001661,9.0
aws-cli/1.16.6 Python/2.7.15rc1 Linux/4.15.0-36-generic botocore/1.11.6,0.23606579,3.295837,20.0,2.841951,5.0
APN/1.0 CloudBerry Lab/1.0 Explorer/5.9,0.23598737,2.944439,3.0,1.0986123,6.0
Boto3/1.7.48 Python/3.6.9 Linux/4.15.0-74-generic Botocore/1.10.48,0.23590493,2.3025851,7.0,1.8891592,2.0
aws-cli/1.16.142 Python/3.6.7 Linux/4.9.125-linuxkit botocore/1.12.132,0.2357195,4.26268,5.0,0.7558093,56.0
aws-cli/1.11.55 Python/2.7.9 Linux/4.8.6-x86_64-linode78 botocore/1.5.18,0.23481998,2.4849067,3.0,0.6001661,9.0
aws-cli/1.11.51 Python/2.7.10 Darwin/15.6.0 botocore/1.5.14,0.23477654,2.4849067,3.0,0.6001661,9.0
[Boto3/1.4.4 Python/2.7.6 Linux/3.19.0-32-generic Botocore/1.5.7],0.23465876,4.7095304,7.0,1.8500581,18.0
aws-cli/1.16.85 Python/3.7.1 Linux/4.14.77-81.59.amzn2.x86_64 botocore/1.12.75,0.23401076,2.6390574,11.0,2.3516731,2.0
aws-cli/1.15.79 Python/3.6.6 Linux/4.17.0-kali3-amd64 botocore/1.11.8,0.23400159,3.1354942,10.0,2.0352602,6.0
aws-cli/1.18.147 Python/3.6.0 Windows/10 botocore/1.18.6,0.23353581,1.609438,4.0,1.3862944,1.0
aws-cli/1.16.311 Python/3.6.9 Linux/4.4.0-01985-Microsoft botocore/1.13.47,0.23353578,1.609438,4.0,1.3862944,1.0
Boto3/1.10.46 Python/2.7.17 Linux/4.15.0-1056-aws Botocore/1.13.45,0.23340827,6.53814,600.0,6.27898,7.0
[aws-cli/1.16.30 Python/2.7.15 Linux/4.16.0-kali2-amd64 botocore/1.12.20],0.23258595,4.060443,5.0,1.4611329,22.0
[aws-cli/1.16.292 Python/2.7.17 Linux/4.9.184-linuxkit botocore/1.13.28],0.2322555,1.0986123,2.0,0.6931472,1.0
[aws-cli/1.16.292 Python/2.7.17 Linux/5.4.0-2-amd64 botocore/1.13.28],0.2322555,1.0986123,2.0,0.6931472,1.0
aws-sdk-go/1.30.12 (go1.13.12; darwin; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.12.28,0.23190548,1.0986123,1.0,0.0,2.0
"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.347 Linux/4.9.93-0.1.ac.178.67.327.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.172-b11 java/1.8.0_172",0.23176727,2.9957323,5.0,1.4934105,6.0
Boto3/1.4.6 Python/2.7.17 Linux/5.4.0-2-amd64 Botocore/1.13.28,0.23168638,6.4831076,58.0,3.7691529,32.0
aws-cli/1.16.268 Python/3.7.7 Darwin/18.7.0 botocore/1.13.4,0.23168223,4.983607,69.0,2.940983,65.0
aws-cli/1.16.1 Python/3.7.0 Windows/10 botocore/1.11.1,0.23131505,1.3862944,2.0,0.6365142,2.0
aws-cli/1.16.5 Python/2.7.10 Darwin/17.7.0 botocore/1.11.5,0.23131505,1.3862944,2.0,0.6365142,2.0
aws-cli/1.2.9 Python/3.4.0 Linux/3.13.0-48-generic,0.23128794,2.4849067,7.0,1.8462201,3.0
aws-cli/1.11.28 Python/2.7.13 Darwin/16.0.0 botocore/1.4.85,0.23054408,2.3025851,8.0,2.043192,2.0
[aws-cli/1.16.113 Python/3.6.5rc1 Linux/4.14.0-kali3-amd64 botocore/1.12.103],0.23035794,3.4339871,2.0,0.24493003,28.0
aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-119-generic botocore/1.4.70,0.22796398,1.9459101,3.0,1.0114043,3.0
aws-cli/1.14.66 Python/2.7.10 Darwin/17.6.0 botocore/1.9.19,0.22707899,2.6390574,6.0,1.6260207,5.0
aws-cli/1.15.36 Python/2.7.10 Darwin/18.6.0 botocore/1.12.74,0.22703092,3.6109178,4.0,0.46435663,32.0
aws-cli/1.15.30 Python/3.6.5 Darwin/17.5.0 botocore/1.10.30,0.22694361,4.9416423,41.0,2.7971911,40.0
[Boto3/1.13.1 Python/2.7.18 Linux/5.4.0-kali3-amd64 Botocore/1.15.7 Resource],0.22685623,1.3862944,1.0,0.0,3.0
[Boto3/1.14.13 Python/3.8.5 Linux/5.6.0-kali2-amd64 Botocore/1.17.13],0.22665404,3.4965076,16.0,2.7725887,2.0
[Boto3/1.14.41 Python/3.7.3 Linux/4.19.0-kali1-amd64 Botocore/1.17.41],0.22635452,5.220356,11.0,2.2692597,20.0
[aws-cli/1.15.30 Python/3.6.5 Darwin/17.5.0 botocore/1.10.30],0.22617684,4.0253515,5.0,1.4680722,21.0
[aws-cli/1.15.61 Python/3.6.6 Linux/4.16.0-kali2-amd64 botocore/1.10.60],0.22617684,4.0253515,5.0,1.4680722,21.0
aws-cli/1.15.25 Python/3.6.4 Darwin/17.6.0 botocore/1.10.25,0.22610268,0.6931472,1.0,0.0,1.0
aws-cli/1.11.118 Python/3.6.1 Linux/4.11.9-1-ARCH botocore/1.5.81,0.22565451,2.4849067,2.0,0.3046361,10.0
[Boto3/1.14.16 Python/2.7.16 Darwin/19.3.0 Botocore/1.17.16],0.22558148,2.4849067,2.0,0.3046361,10.0
[Boto3/1.12.22 Python/2.7.17 Linux/5.4.0-kali3-amd64 Botocore/1.15.22],0.22558148,2.4849067,2.0,0.3046361,10.0
[Boto3/1.4.6 Python/2.7.17 Linux/5.4.0-2-amd64 Botocore/1.13.28],0.2252151,2.4849067,2.0,0.3046361,10.0
[Boto3/1.13.19 Python/2.7.18 Linux/5.4.0-kali4-amd64 Botocore/1.16.19],0.2252151,2.4849067,2.0,0.3046361,10.0
Boto3/1.9.210 Python/2.7.10 Darwin/18.7.0 Botocore/1.12.210,0.22492717,7.238497,623.0,6.2911844,24.0
fms.amazonaws.com,0.22467592,3.4339871,2.0,0.6931472,15.0
aws-cli/1.11.55 Python/2.7.10 Linux/4.2.0-42-generic botocore/1.5.18,0.2244292,4.644391,8.0,0.8440817,76.0
Boto3/1.13.16 Python/2.7.17 Linux/4.15.0-1057-aws Botocore/1.16.16,0.22420892,5.4467373,29.0,2.8781781,25.0
[aws-cli/1.16.81 Python/2.7.9 Darwin/15.6.0 botocore/1.12.71],0.22400516,2.9957323,2.0,0.33649576,17.0
[aws-cli/1.11.40 Python/3.5.2 Linux/4.9.9-200.fc25.x86_64 botocore/1.5.3],0.22388706,0.6931472,1.0,0.0,1.0
"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.408 Linux/4.9.93-0.1.ac.178.67.327.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.181-b13 java/1.8.0_181]",0.22370693,1.609438,3.0,1.0397208,2.0
[Boto3/1.14.43 Python/2.7.16 Linux/4.19.0-kali5-amd64 Botocore/1.17.43],0.22368467,2.4849067,2.0,0.3046361,10.0
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.22360042,2.0794415,2.0,0.68290806,4.0
aws-cli/1.11.129 Python/2.7.12 Darwin/14.5.0 botocore/1.5.92,0.22358741,4.2904596,22.0,2.5991879,22.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-112-generic botocore/1.4.70],0.2230188,2.7080503,3.0,0.65597576,11.0
aws-cli/1.16.169 Python/2.7.16 Darwin/18.6.0 botocore/1.12.159,0.22283722,3.218876,10.0,2.2538576,4.0
aws-cli/1.11.36 Python/2.7.11 Darwin/15.6.0 botocore/1.4.93,0.22272174,2.8332133,3.0,0.60192394,13.0
Boto3/1.14.51 Python/2.7.18 Linux/4.19.76-linuxkit Botocore/1.17.51,0.22267658,5.676754,18.0,2.1907892,114.0
aws-cli/1.16.176 Python/3.7.3 Darwin/18.6.0 botocore/1.12.166,0.2224494,4.6151204,15.0,1.9002886,50.0
Boto3/1.7.48 Python/3.7.6 Linux/4.4.0-039049-Microsoft Botocore/1.10.48,0.22053465,5.855072,91.0,3.6012661,34.0
aws-cli/1.2.9 Python/3.4.3 Linux/3.13.0-170-generic,0.22013845,2.3025851,4.0,1.2730284,4.0
aws-cli/1.16.242 Python/3.7.3rc1 Linux/4.19.0-kali4-amd64 botocore/1.12.232,0.21989615,3.8286414,11.0,1.4752107,28.0
[Boto3/1.9.145 Python/3.7.2 Linux/4.9.0-9-amd64 Botocore/1.12.208],0.21960565,4.65396,7.0,1.7372196,20.0
[Boto3/1.9.145 Python/3.7.3 Linux/4.15.0-55-generic Botocore/1.12.211],0.21958336,1.9459101,2.0,0.6365142,4.0
aws-cli/2.0.44 Python/3.7.7 Windows/10 exe/AMD64 command/ec2.describe-snapshots,0.21861908,4.6821313,1.0,0.0,107.0
[aws-cli/1.16.168 Python/3.6.7 Linux/4.15.0-50-generic botocore/1.12.158],0.21845756,4.59512,6.0,1.6810057,24.0
aws-cli/1.16.260 Python/3.5.2 Linux/4.4.0-57-generic botocore/1.12.250,0.21833967,4.204693,17.0,1.7604959,35.0
[Boto3/1.9.95 Python/2.7.10 Darwin/17.7.0 Botocore/1.12.95],0.21816647,3.6635616,5.0,0.92690754,28.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-67-generic botocore/1.4.70],0.21751411,1.9459101,3.0,1.0114043,3.0
aws-cli/2.0.10 Python/3.8.2 Darwin/19.5.0 botocore/2.0.0dev14,0.21704751,4.8520303,20.0,1.690352,63.0
aws-cli/2.0.49 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/iam.get-user,0.21698122,1.9459101,1.0,0.0,6.0
aws-cli/1.16.230 Python/3.7.4 Darwin/18.7.0 botocore/1.12.220,0.2166543,5.645447,30.0,1.3680468,206.0
aws-cli/1.16.50 Python/2.7.15 Windows/10 botocore/1.12.40,0.21658877,4.3438053,9.0,1.2580545,51.0
aws-cli/2.0.50 Python/3.7.7 Windows/10 exe/AMD64 command/apigateway.get-stages,0.21645966,0.6931472,1.0,0.0,1.0
aws-cli/1.11.30 Python/3.5.2 Windows/10 botocore/1.4.87,0.21554543,2.4849067,3.0,0.6001661,9.0
aws-cli/2.0.40 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/iam.list-attached-user-policies,0.21532601,0.6931472,1.0,0.0,1.0
aws-cli/1.17.14 Python/3.8.2 Linux/5.4.0-42-generic botocore/1.17.47,0.2142383,1.7917595,3.0,1.0549202,2.0
aws-cli/1.18.5 Python/3.7.0 Windows/10 botocore/1.15.5,0.21399033,4.7095304,20.0,1.3795727,78.0
[aws-cli/1.18.111 Python/3.8.5 Linux/5.7.0-kali1-amd64 botocore/1.17.48],0.21393514,2.1972246,7.0,1.9061546,2.0
aws-cli/1.15.11 Python/3.6.5 Linux/4.8.6-078388-generic botocore/1.10.11,0.21389239,3.583519,4.0,0.70568657,27.0
aws-cli/1.16.80 Python/3.7.1 Darwin/18.2.0 botocore/1.12.70,0.21358635,1.0986123,2.0,0.6931472,1.0
aws-cli/1.15.33 Python/2.7.10 Darwin/17.7.0 botocore/1.10.33,0.21358635,1.0986123,2.0,0.6931472,1.0
aws-cli/1.16.122 Python/3.5.2 Linux/4.15.0-29-generic botocore/1.12.112,0.21356279,5.888878,12.0,0.60176796,320.0
"AWS Organizations Console, aws-internal/3 aws-sdk-java/1.11.367 Linux/4.9.110-0.1.ac.201.71.329.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.181-b13 java/1.8.0_181",0.21242933,0.6931472,1.0,0.0,1.0
[aws-cli/2.0.30 Python/3.8.3 Darwin/19.5.0 botocore/2.0.0dev34],0.21222606,0.6931472,1.0,0.0,1.0
[aws-cli/1.15.51 Python/2.7.15 Linux/4.16.0-kali2-amd64 botocore/1.10.50],0.21176246,4.0073333,5.0,1.4380616,21.0
Boto3/1.7.48 Python/3.7.6 Darwin/18.7.0 Botocore/1.10.48,0.2114751,3.5263605,24.0,3.0447063,4.0
aws-cli/2.0.38 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/apigateway.get-stages,0.2114723,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.47 Python/2.7.6 Linux/3.19.0-61-generic botocore/1.5.10],0.21109292,0.6931472,1.0,0.0,1.0
aws-cli/1.16.280 Python/3.7.5 Darwin/18.7.0 botocore/1.13.16,0.21101901,4.0430512,17.0,1.8221339,32.0
aws-cli/1.7.36 Python/2.7.12 Linux/4.4.0-53-generic,0.21091403,1.3862944,1.0,0.0,3.0
aws-cli/2.0.39 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/sts.get-caller-identity,0.2108115,1.0986123,1.0,0.0,2.0
aws-cli/1.18.76 Python/3.7.3 Linux/4.4.0-76667-Microsoft botocore/1.16.26,0.21020101,3.5553482,1.0,0.0,34.0
aws-cli/1.11.156 Python/2.7.10 Darwin/16.7.0 botocore/1.7.14,0.21017341,3.295837,11.0,1.7955399,13.0
[aws-sdk-go/1.8.11 (go1.8; linux; amd64)],0.20978098,4.3438053,3.0,0.8569977,40.0
aws-cli/2.0.17 Python/3.7.4 Darwin/19.5.0 botocore/2.0.0dev21,0.20972756,3.8286414,6.0,1.3234117,25.0
aws-cli/2.0.0dev2 Python/3.7.3 Linux/4.4.0-01985-Microsoft botocore/2.0.0dev1,0.20967914,1.0986123,2.0,0.6931472,1.0
AWS Internal,0.20949122,5.2832036,5.0,0.71012557,143.0
[Boto3/1.11.6 Python/2.7.17 Linux/5.4.0-kali2-amd64 Botocore/1.14.6],0.20945904,2.4849067,2.0,0.3046361,10.0
[Boto3/1.14.16 Python/2.7.18 Linux/5.6.0-kali2-amd64 Botocore/1.17.16],0.20945904,2.4849067,2.0,0.3046361,10.0
[Boto3/1.4.7 Python/2.7.16 Linux/4.19.0-6-amd64 Botocore/1.7.48],0.20945904,2.4849067,2.0,0.3046361,10.0
aws-cli/1.11.122 Python/2.7.12 Linux/4.4.0-101-generic botocore/1.5.85,0.2093961,3.7841897,9.0,1.013355,33.0
[aws-cli/1.11.38 Python/3.5.2 Darwin/15.6.0 botocore/1.5.1],0.20865206,2.4849067,8.0,2.019815,2.0
aws-cli/1.11.116 Python/2.7.10 Darwin/16.7.0 botocore/1.5.79,0.20847274,3.871201,9.0,1.5468627,24.0
aws-cli/1.16.287 Python/3.6.0 Windows/10 botocore/1.13.23,0.20777246,0.6931472,1.0,0.0,1.0
awslambda-worker/1.0 rusoto/0.42.0 rust/1.42.0 linux,0.20769253,5.4293456,1.0,0.0,227.0
Boto3/1.4.4 Python/3.6.0 Linux/4.9.11-1-ARCH Botocore/1.5.19,0.20648178,4.8598123,11.0,2.254208,14.0
aws-cli/1.16.81 Python/2.7.9 Darwin/15.6.0 botocore/1.12.71,0.2061591,4.317488,12.0,2.322584,14.0
aws-cli/1.14.14 Python/2.7.9 Windows/8 botocore/1.8.18,0.20606142,3.4965076,9.0,1.8093255,13.0
aws-cli/2.0.10 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev14,0.20598641,4.0253515,9.0,1.366272,32.0
[aws-cli/1.16.121 Python/3.6.0 Windows/10 botocore/1.12.111],0.20574167,3.1354942,2.0,0.65548176,14.0
aws-cli/1.16.251 Python/2.7.10 Darwin/18.5.0 botocore/1.12.241,0.2053458,4.6051702,4.0,0.469207,87.0
aws-cli/1.15.51 Python/2.7.15rc1 Linux/4.15.0-23-generic botocore/1.10.55,0.2049987,1.609438,4.0,1.3862944,1.0
aws-cli/1.14.52 Python/3.6.5 Darwin/17.6.0 botocore/1.9.5,0.20459527,3.8066626,7.0,0.91747814,33.0
aws-cli/1.11.170 Python/2.7.12 Linux/4.4.0-97-generic botocore/1.7.28,0.20382154,2.6390574,2.0,0.2711894,12.0
Boto3/1.4.2 Python/2.7.15 Linux/4.17.0-3-amd64 Botocore/1.5.19,0.2038036,6.2245584,1.0,0.0,504.0
Boto3/1.12.15 Python/3.7.6 Darwin/19.3.0 Botocore/1.15.15,0.20346265,1.9459101,4.0,1.3296614,2.0
aws-cli/2.0.2 Python/3.7.3 Linux/5.3.0-42-generic botocore/2.0.0dev6,0.20337246,2.9957323,9.0,1.5561838,11.0
aws-cli/1.16.266 Python/3.5.2 Linux/5.3.0-42-generic botocore/1.13.2,0.20329094,4.804021,17.0,1.5756757,63.0
aws-cli/1.16.105 Python/3.7.0 Darwin/18.2.0 botocore/1.12.95,0.20266934,4.744932,9.0,0.8197262,94.0
aws-cli/1.17.5 Python/3.6.0 Windows/10 botocore/1.14.5,0.20254469,5.123964,14.0,1.6650077,98.0
aws-cli/2.0.42 Python/3.7.3 Linux/5.7.0-kali1-amd64 exe/x86_64.kali.2020 command/apigateway.get-stages,0.20253648,1.0986123,1.0,0.0,2.0
[Boto3/1.9.145 Python/3.7.3 Linux/4.15.0-55-generic Botocore/1.12.200],0.20240791,4.65396,7.0,1.7372196,20.0
aws-cli/1.16.78 Python/2.7.12 Linux/4.4.0-53329-Microsoft botocore/1.12.68,0.20165437,3.8501475,10.0,1.7757404,21.0
aws-cli/2.0.0 Python/3.7.4 Darwin/19.3.0 botocore/2.0.0dev4,0.20161407,5.220356,13.0,1.1340264,134.0
aws-cli/1.11.56 Python/2.7.13 Linux/4.9.0-kali1-686-pae botocore/1.5.19,0.20159775,2.7080503,10.0,2.2055984,3.0
aws-cli/1.18.12 Python/3.7.3 Linux/4.19.0-8-amd64 botocore/1.15.12,0.20150211,2.5649493,2.0,0.28683597,11.0
[aws-cli/1.15.30 Python/2.7.9 Windows/8 botocore/1.10.30],0.20147118,1.609438,2.0,0.6931472,2.0
aws-cli/1.18.6 Python/3.6.9 Linux/4.15.0-74-generic botocore/1.15.6,0.2013074,6.510258,10.0,0.65624,585.0
"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.761 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.242-b08 java/1.8.0_242 vendor/Oracle_Corporation]",0.20127144,5.3423343,7.0,1.7581083,54.0
aws-cli/1.16.99 Python/3.6.7 Linux/4.15.0-45-generic botocore/1.12.89,0.20119597,5.1532917,12.0,1.0261995,132.0
aws-cli/1.11.146 Python/2.7.10 Darwin/16.7.0 botocore/1.7.4,0.20100495,2.7080503,2.0,0.25731868,13.0
aws-cli/1.11.121 Python/2.7.10 Darwin/16.7.0 botocore/1.5.84,0.20100495,2.7080503,2.0,0.25731868,13.0
aws-sdk-nodejs/2.3.14 darwin/v4.3.2,0.20092481,3.4339871,1.0,0.0,30.0
aws-cli/1.18.69 Python/3.8.2 Linux/5.4.0-47-generic botocore/1.17.61,0.20069109,1.609438,2.0,0.56233513,3.0
[aws-cli/2.0.36 Python/3.7.3 Linux/5.0.0-38-generic exe/x86_64.ubuntu.19 command/s3api.get-bucket-acl],0.20025857,0.6931472,1.0,0.0,1.0
awslambda-worker/1.0 rusoto/0.42.0 rust/1.43.0 linux,0.20019184,5.4026775,1.0,0.0,221.0
[Boto3/1.4.7 Python/2.7.15rc1 Linux/4.15.0-1035-aws Botocore/1.7.48],0.19997855,3.8918202,15.0,2.6581936,4.0
[Boto3/1.4.7 Python/2.7.0 Java/14 Botocore/1.7.21],0.19930455,2.7725887,15.0,2.7080505,1.0
[Boto3/1.4.7 Python/2.7.2 Java/1.8.0_261 Botocore/1.7.21],0.19930455,2.7725887,15.0,2.7080505,1.0
aws-cli/2.0.15 Python/3.7.4 Darwin/19.5.0 botocore/2.0.0dev19,0.19929786,4.804021,18.0,2.0881274,35.0
aws-cli/1.16.113 Python/3.7.4 Linux/4.19.0-kali5-amd64 botocore/1.12.103,0.19899046,4.1271343,12.0,1.9346486,27.0
aws-cli/2.0.49 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/iam.list-attached-user-policies,0.19893508,1.3862944,1.0,0.0,3.0
aws-cli/2.0.44 Python/3.7.3 Linux/5.7.0-kali1-amd64 exe/x86_64.kali.2020 command/ec2.create-volume,0.19853784,1.609438,1.0,0.0,4.0
aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-145-generic botocore/1.4.70,0.19805503,6.1590953,9.0,0.23989134,454.0
aws-cli/1.16.128 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.118,0.19780038,3.1354942,11.0,2.3978953,2.0
aws-cli/2.0.38 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/ec2.describe-subnets,0.19757634,0.6931472,1.0,0.0,1.0
aws-cli/2.0.31 Python/3.7.3 Linux/5.4.0-40-generic botocore/2.0.0dev35,0.19703281,5.1532917,13.0,0.6394159,151.0
aws-cli/1.16.240 Python/2.7.16 Darwin/18.7.0 botocore/1.12.230,0.19687492,0.6931472,1.0,0.0,1.0
[aws-cli/1.11.47 Python/2.7.3 Linux/3.2.0-4-amd64 botocore/1.5.10],0.19626833,2.944439,1.0,0.0,18.0
[aws-cli/1.14.40 Python/3.6.4 Darwin/17.4.0 botocore/1.8.44],0.19603239,3.1780539,9.0,1.8913188,9.0
aws-cli/1.15.63 Python/2.7.15 Linux/4.18.9-200.fc28.x86_64 botocore/1.11.3,0.19592011,2.3025851,1.0,0.0,9.0
aws-cli/1.16.198 Python/2.7.16 Darwin/19.0.0 botocore/1.12.188,0.19466929,1.3862944,2.0,0.6365142,2.0
[aws-cli/2.0.36 Python/3.7.3 Linux/5.0.0-38-generic exe/x86_64.ubuntu.19 command/s3api.get-bucket-location],0.19445193,0.6931472,1.0,0.0,1.0
[aws-cli/1.18.110 Python/3.6.0 Windows/10 botocore/1.17.33],0.19445193,0.6931472,1.0,0.0,1.0
[Boto3/1.4.7 Python/3.8.5 Linux/5.7.0-kali1-amd64 Botocore/1.7.48],0.1942493,3.4965076,16.0,2.7725887,2.0
aws-cli/2.0.4 Python/3.7.3 Linux/5.4.0-kali4-amd64 botocore/2.0.0dev8,0.19410871,1.3862944,2.0,0.6365142,2.0
[Boto/2.48.0 Python/2.7.0 Java/14],0.19409887,0.6931472,1.0,0.0,1.0
[Boto3/1.14.43 Python/3.8.5 Linux/5.7.0-kali1-amd64 Botocore/1.17.43 Resource],0.19409887,0.6931472,1.0,0.0,1.0
aws-cli/2.0.40 Python/3.7.4 Darwin/19.0.0 exe/x86_64 command/sts.get-caller-identity,0.19368936,0.6931472,1.0,0.0,1.0
[Cyberduck/30.1.75.147573 (Windows 10/10.0) (x86)],0.1927848,0.6931472,1.0,0.0,1.0
[Cyberduck/209.185.2.117193 (Mac OS X/10.12.5) (x86_64)],0.1927848,0.6931472,1.0,0.0,1.0
aws-cli/1.11.75 Python/2.7.10 Darwin/16.5.0 botocore/1.5.38,0.19266999,2.5649493,3.0,0.5660857,10.0
aws-cli/1.11.47 Python/3.5.2 Linux/4.9.0-541777-generic botocore/1.5.10,0.19266999,2.5649493,3.0,0.5660857,10.0
aws-cli/1.15.10 Python/3.6.0 Windows/10 botocore/1.10.10,0.1926207,2.7725887,4.0,0.7201249,12.0
aws-cli/1.16.145 Python/2.7.10 Darwin/18.2.0 botocore/1.12.135,0.19223443,5.043425,10.0,1.2814673,102.0
aws-cli/1.15.36 Python/2.7.12 Linux/4.4.0-104-generic botocore/1.10.36,0.19219704,5.1532917,17.0,1.6072783,90.0
aws-cli/1.16.130 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.120,0.19195093,5.733341,24.0,1.8575745,154.0
aws-cli/1.16.91 Python/3.7.2 Windows/10 botocore/1.12.81,0.1918845,4.4886365,22.0,2.3359249,34.0
aws-cli/1.16.72 Python/2.7.10 Darwin/17.7.0 botocore/1.12.95,0.19158268,5.370638,14.0,1.0571411,166.0
aws-cli/1.15.75 Python/2.7.15+ Linux/4.4.0-53329-Microsoft botocore/1.12.73,0.19103128,1.0986123,2.0,0.6931472,1.0
aws-cli/1.18.74 Python/3.8.3rc1 Linux/5.6.0-kali1-amd64 botocore/1.16.24,0.19099109,1.0986123,2.0,0.6931472,1.0
[aws-cli/1.10.58 Python/2.7.11 Darwin/15.3.0 botocore/1.4.60],0.1908908,2.4849067,6.0,1.5403059,5.0
aws-sdk-nodejs/2.3.14 darwin/v4.8.3,0.19080243,0.6931472,1.0,0.0,1.0
aws-cli/1.2.9 Python/3.4.3 Linux/3.4.0+,0.1907725,3.8501475,8.0,1.2347252,29.0
[aws-cli/1.10.1 Python/3.5.2+ Linux/4.6.0-kali1-amd64 botocore/1.3.23],0.19065474,0.6931472,1.0,0.0,1.0
aws-sdk-go/1.25.3 (go1.12.13; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.12.24,0.19054386,1.0986123,1.0,0.0,2.0
[aws-cli/1.11.55 Python/2.7.9 Linux/4.8.6-x86_64-linode78 botocore/1.5.18],0.19051059,0.6931472,1.0,0.0,1.0
aws-cli/1.16.193 Python/2.7.16 Linux/4.4.0-039049-Microsoft botocore/1.12.183,0.19049327,5.187386,12.0,1.2422688,118.0
aws-cli/1.16.313 Python/3.6.9 Linux/5.0.0-36-generic botocore/1.13.49,0.19039842,3.8918202,14.0,1.6010472,30.0
aws-internal/3 aws-sdk-java/1.11.523 Linux/4.9.137-0.1.ac.218.74.329.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,0.19028877,3.1354942,1.0,0.0,22.0
